Term in CSV,Other Term in CSV,Similarity Score
schoenbovenleren(2),schoenbovenleren(1),95
scheermessen,scheurmessen,92
versiering,Hekversiering,87
armbanden,rembanden,89
medaillen,medaille,94
kettingen,luikettingen,86
kettingen,kettingmolen,86
kettingonderdelen,kledingonderdelen,88
haarringen,Jaarringen,90
oorhangers,voorhangers,95
oorringen,roeporringen,86
vingerringen,vieringen,86
vingerringen,vingerlingen,92
sleutelringen,stelringen,87
zegelringen,Legeringen,86
zegelringen,meelringen,86
zegelringen,wegeringen,86
gereedschap & uitrusting voor communicatie,gereedschap & uitrusting voor materialen,85
fotografisch gereedschap & uitrusting,agrarisch gereedschap & uitrusting,90
fotografisch gereedschap & uitrusting,acoustische gereedschap & uitrusting,85
fotografisch gereedschap & uitrusting,biologische gereedschap & uitrusting,88
fotografisch gereedschap & uitrusting,geologische gereedschap & uitrusting,88
fotografisch gereedschap & uitrusting,meteologisch gereedschap & uitrusting,86
fotografisch gereedschap & uitrusting,kernfysisch gereedschap & uitrusting,85
fotografisch gereedschap & uitrusting,optisch gereedschap & uitrusting,90
geluidscommunicatie gereedschap & uitrusting,schrijfcommunicatie gereedschap & uitrusting,86
geluidscommunicatie gereedschap & uitrusting,telecommunicatie gereedschap & uitrusting,92
geluidscommunicatie gereedschap & uitrusting,visuele communicatie gereedschap & uitrusting,88
sacristiebel,sacristie,86
sacristiebel,sacristieen,87
fluiten,Fluiten,86
panfluiten,Pansfluiten,86
schetsgereedschap & uitrusting,schildergereedschap & uitrusting,90
schetsgereedschap & uitrusting,acoustische gereedschap & uitrusting,85
schetsgereedschap & uitrusting,biologische gereedschap & uitrusting,85
schetsgereedschap & uitrusting,chemische gereedschap & uitrusting,88
schetsgereedschap & uitrusting,geologische gereedschap & uitrusting,85
schetsgereedschap & uitrusting,optisch gereedschap & uitrusting,87
schrijfcommunicatie gereedschap & uitrusting,geluidscommunicatie gereedschap & uitrusting,86
schrijfcommunicatie gereedschap & uitrusting,telecommunicatie gereedschap & uitrusting,87
schrijfcommunicatie gereedschap & uitrusting,visuele communicatie gereedschap & uitrusting,85
telecommunicatie gereedschap & uitrusting,geluidscommunicatie gereedschap & uitrusting,92
telecommunicatie gereedschap & uitrusting,schrijfcommunicatie gereedschap & uitrusting,87
telecommunicatie gereedschap & uitrusting,visuele communicatie gereedschap & uitrusting,93
visuele communicatie gereedschap & uitrusting,geluidscommunicatie gereedschap & uitrusting,88
visuele communicatie gereedschap & uitrusting,schrijfcommunicatie gereedschap & uitrusting,85
visuele communicatie gereedschap & uitrusting,telecommunicatie gereedschap & uitrusting,93
gereedschap & uitrusting voor materialen,gereedschap & uitrusting voor communicatie,85
oogtakbijlen,volgtakbijlen,88
tangen,tanen,91
bomkopnaalden,rolkopnaalden,85
kogelkopnaalden,rolkopnaalden,86
rolkopnaalden,bomkopnaalden,85
rolkopnaalden,kogelkopnaalden,86
stekers,Stekers,86
stekers,instekers,88
leermessen,vleesmessen,86
vleesmessen,leermessen,86
mesonderdelen,hekonderdelen,85
mesonderdelen,tasonderdelen,85
mesonderdelen,gesponderdelen,89
mesbeslagen,gespbeslagen,87
heften,herften,92
koevoeten,rolkoevoeten,86
klopstenen,loperstenen,86
klopstenen,klopsteen,95
blaasbalgen,blaasbalken,91
schaven,scharen,86
schaven,schalen,86
dubbele schaven,dubbele blokschaven,88
Fels-Rechteckbeilen,Flint-Rechteckbeilen,87
Flint-Rechteckbeilen,Fels-Rechteckbeilen,87
kantrechtbijlen,kantrechtbijl,93
kantrechtbijlen,kantrechtbiil,86
kernbijlen,kokerbijlen,86
Lyngby-bijlen,Lyngbybijl,87
vlakbijlen,volgtakbijlen,87
volgtakbijlen,oogtakbijlen,88
volgtakbijlen,vlakbijlen,87
bijlonderdelen,pijponderdelen,86
bijlonderdelen,wielonderdelen,86
eergetouwen,Weefgetouwen,87
eergetouwen,eergetouw,90
keerploegen,keerploeg,90
eggen,heggen,91
eggen,keggen,91
ploegpuntbeschermers,puntbeschermers,86
spitsen,B-spitsen,88
spitsen,spuiten,86
spitsen,splitsen,93
harken,haren,91
harken,haken,91
beslagen(1),beslagen(2),91
beslagen(1),beslagen(3),91
molenstenen,Molenstenen,91
molenstenen,molersteen,86
molenstenen,molensteen,95
proen,proken,91
koorden,voorden,86
koorden,boorden,86
haken,harken,91
haken,hakken,91
haken,aken,89
nokhaken,nokken,86
kaarshouders,Kaarsenhouders,85
rieken,Grieken,92
schietloden,schietlood,86
vegers,vliegers,86
sluitpennen,splitpennen,91
schuurmiddelen,schuurmiddel,92
meetlatten,zweetlatten,86
spinklossen,spanklossen,91
spingewichten,pijlgewichten,85
vormschotel,Vormschotels,87
weefzwaarden,weefzwaard,91
sponzen,Sponzen,86
vleeshaken,vleeshallen,86
handspiegels,wandspiegel,87
schrijfgereien,Schrijfgerei,85
schrijfgereien,schrijfleien,85
schrijfleien,schrijfgereien,85
pen,Open,86
pen,apen,86
perkamenten,perkament,90
boeken,broeken,92
boekonderdelen,bouwonderdelen,86
boekonderdelen,hekonderdelen,89
boekonderdelen,dolkonderdelen,86
beslagen(2),beslagen(1),91
beslagen(2),beslagen(3),91
boekbanden,Boekbanden,90
boekbanden,boegbanden,90
nieten,Agnieten,86
pijponderdelen,bijlonderdelen,86
pijponderdelen,pomponderdelen,86
agrarisch gereedschap & uitrusting,fotografisch gereedschap & uitrusting,90
agrarisch gereedschap & uitrusting,acoustische gereedschap & uitrusting,86
agrarisch gereedschap & uitrusting,astronomisch gereedschap & uitrusting,87
agrarisch gereedschap & uitrusting,biologische gereedschap & uitrusting,86
agrarisch gereedschap & uitrusting,chemische gereedschap & uitrusting,85
agrarisch gereedschap & uitrusting,geologische gereedschap & uitrusting,86
agrarisch gereedschap & uitrusting,mechanisch gereedschap & uitrusting,87
agrarisch gereedschap & uitrusting,meteologisch gereedschap & uitrusting,85
agrarisch gereedschap & uitrusting,kernfysisch gereedschap & uitrusting,86
agrarisch gereedschap & uitrusting,optisch gereedschap & uitrusting,88
papierverwerkingsgereedschap & uitrusting,textielverwerkingsgereedschap & uitrusting,89
serviesgoed,Serviesgoed,91
beker,bekers,91
ciborie,ciboria,86
cilinders,cilinder,94
doopschelp,doopschotel,86
kan,kant,86
brandewijnkom,Brandewijnskom,89
schaal,asschaal,86
asschaal,schaal,86
ouwelschaal,Vouwschaal,86
schotel,schoten,86
schotel,schotels,93
doopschotel,doopschelp,86
schildergereedschap & uitrusting,schetsgereedschap & uitrusting,90
schildergereedschap & uitrusting,chemische gereedschap & uitrusting,85
textielverwerkingsgereedschap & uitrusting,papierverwerkingsgereedschap & uitrusting,89
textielverwerkingsgereedschap & uitrusting,metaalbewerkingsgereedschap & -uitrusting,87
garenklossen,grendelklossen,85
kribbe,kribben,92
beslagen(3),beslagen(1),91
beslagen(3),beslagen(2),91
bitten,Gebitten,86
hoefijzers,hoekijzers,90
hoefijzers,hefijzers,95
kaptomen,katoen,86
pelijzers,puddelijzers,86
prikijzers,strikijzers,86
rondèlen,ronden,86
steenboren,steekborden,86
steenboren,steenborden,95
steenboren,steenoren,95
breekijzers,trekijzers,86
kloppers,lopers,86
kielen,kelen,91
marmertangen,marmeringen,87
steenbijlen,steenstijlen,87
steenschaven,steenschijven,88
steenschaven,steenschroeven,85
steenschaven,steenstaven,87
steenschaven,stalen schaven,85
steenschaven,steenscharen,92
troffels,roffel,86
metaalbewerkingsgereedschap & -uitrusting,textielverwerkingsgereedschap & uitrusting,87
drijfhouten,lijfhouten,86
kapijzers,tapijzers,89
spaltijzers,spitijzers,86
spaltijzers,platijzers,86
strikijzers,trekijzers,86
strikijzers,prikijzers,86
ronde,ronden,91
dubbele blokschaven,dubbele schaven,88
roffel,troffels,86
gerfschaaf,groefschaaf,86
voorloper,Voorloper,89
voorloper,voorlopers,95
veerploeg,keerploeg,89
veerploeg,verploegd,89
varken,varkens,92
bossingschaaf,messingschaaf,85
leuningschaaf,beulingschaaf,85
beulingschaaf,leuningschaaf,85
overzijboorschaaf,overzijschaaf,87
overzijschaaf,overzijboorschaaf,87
groefschaaf,gerfschaaf,86
messingschaaf,bossingschaaf,85
stalen schaven,steenschaven,85
kantrechtbiil,kantrechtbijl,92
kantrechtbiil,kantrechtbijlen,86
kruisbeitel,kruisbeeld,86
haak,aak,86
knecht,knechten,86
acoustische gereedschap & uitrusting,fotografisch gereedschap & uitrusting,85
acoustische gereedschap & uitrusting,schetsgereedschap & uitrusting,85
acoustische gereedschap & uitrusting,agrarisch gereedschap & uitrusting,86
acoustische gereedschap & uitrusting,astronomisch gereedschap & uitrusting,88
acoustische gereedschap & uitrusting,biologische gereedschap & uitrusting,86
acoustische gereedschap & uitrusting,chemische gereedschap & uitrusting,89
acoustische gereedschap & uitrusting,constructief gereedschap & uitrusting,85
acoustische gereedschap & uitrusting,geologische gereedschap & uitrusting,86
acoustische gereedschap & uitrusting,mechanisch gereedschap & uitrusting,85
acoustische gereedschap & uitrusting,optisch gereedschap & uitrusting,91
helmonderdelen,hekonderdelen,89
helmonderdelen,wielonderdelen,86
pluimkokers,spuikokers,86
kanonnen,kannen,86
kanonnen,karntonnen,89
bassen,brassen,92
bassen,assen,91
steenstukken,sleestukken,87
steenstukken,teenstukken,96
lanzen,lanen,91
vleugellanzen,vleugelwanden,85
lansonderdelen,Harnasonderdelen,87
lansonderdelen,tasonderdelen,89
lorica hamata,lorica squamata,86
pantserhaken,penterhaken,87
lorica squamata,lorica hamata,86
scheden,schepen,86
scheden,sceeden,86
scheden,schenen,86
scheden,scheren,86
scheden,scheien,86
puntbeschermers,ploegpuntbeschermers,86
schildonderdelen,schoeiselonderdelen,86
schildbeslagen,schildrandbeslagen,88
schildrandbeslagen,schildbeslagen,88
dolkonderdelen,boekonderdelen,86
sleutelonderdelen,stoelonderdelen,88
munities,munitie,93
greeptongzwaarden,greepdoornzwaarden,86
greepdoornzwaarden,greeptongzwaarden,86
langzwaarden,omhangzwaarden,85
kortzwaarden,korte zwaarden,92
astronomisch gereedschap & uitrusting,agrarisch gereedschap & uitrusting,87
astronomisch gereedschap & uitrusting,acoustische gereedschap & uitrusting,88
astronomisch gereedschap & uitrusting,biologische gereedschap & uitrusting,85
astronomisch gereedschap & uitrusting,chemische gereedschap & uitrusting,85
astronomisch gereedschap & uitrusting,geologische gereedschap & uitrusting,85
astronomisch gereedschap & uitrusting,mechanisch gereedschap & uitrusting,86
astronomisch gereedschap & uitrusting,meteologisch gereedschap & uitrusting,86
astronomisch gereedschap & uitrusting,kernfysisch gereedschap & uitrusting,85
astronomisch gereedschap & uitrusting,optisch gereedschap & uitrusting,87
biologische gereedschap & uitrusting,fotografisch gereedschap & uitrusting,88
biologische gereedschap & uitrusting,schetsgereedschap & uitrusting,85
biologische gereedschap & uitrusting,agrarisch gereedschap & uitrusting,86
biologische gereedschap & uitrusting,acoustische gereedschap & uitrusting,86
biologische gereedschap & uitrusting,astronomisch gereedschap & uitrusting,85
biologische gereedschap & uitrusting,chemische gereedschap & uitrusting,86
biologische gereedschap & uitrusting,geologische gereedschap & uitrusting,94
biologische gereedschap & uitrusting,meteologisch gereedschap & uitrusting,90
biologische gereedschap & uitrusting,optisch gereedschap & uitrusting,88
chemische gereedschap & uitrusting,schetsgereedschap & uitrusting,88
chemische gereedschap & uitrusting,agrarisch gereedschap & uitrusting,85
chemische gereedschap & uitrusting,schildergereedschap & uitrusting,85
chemische gereedschap & uitrusting,acoustische gereedschap & uitrusting,89
chemische gereedschap & uitrusting,astronomisch gereedschap & uitrusting,85
chemische gereedschap & uitrusting,biologische gereedschap & uitrusting,86
chemische gereedschap & uitrusting,geologische gereedschap & uitrusting,89
chemische gereedschap & uitrusting,mechanisch gereedschap & uitrusting,90
chemische gereedschap & uitrusting,meteologisch gereedschap & uitrusting,85
chemische gereedschap & uitrusting,kernfysisch gereedschap & uitrusting,86
chemische gereedschap & uitrusting,optisch gereedschap & uitrusting,88
constructief gereedschap & uitrusting,acoustische gereedschap & uitrusting,85
geologische gereedschap & uitrusting,fotografisch gereedschap & uitrusting,88
geologische gereedschap & uitrusting,schetsgereedschap & uitrusting,85
geologische gereedschap & uitrusting,agrarisch gereedschap & uitrusting,86
geologische gereedschap & uitrusting,acoustische gereedschap & uitrusting,86
geologische gereedschap & uitrusting,astronomisch gereedschap & uitrusting,85
geologische gereedschap & uitrusting,biologische gereedschap & uitrusting,94
geologische gereedschap & uitrusting,chemische gereedschap & uitrusting,89
geologische gereedschap & uitrusting,mechanisch gereedschap & uitrusting,85
geologische gereedschap & uitrusting,meteologisch gereedschap & uitrusting,93
geologische gereedschap & uitrusting,optisch gereedschap & uitrusting,88
mechanisch gereedschap & uitrusting,agrarisch gereedschap & uitrusting,87
mechanisch gereedschap & uitrusting,acoustische gereedschap & uitrusting,85
mechanisch gereedschap & uitrusting,astronomisch gereedschap & uitrusting,86
mechanisch gereedschap & uitrusting,chemische gereedschap & uitrusting,90
mechanisch gereedschap & uitrusting,geologische gereedschap & uitrusting,85
mechanisch gereedschap & uitrusting,meteologisch gereedschap & uitrusting,86
mechanisch gereedschap & uitrusting,kernfysisch gereedschap & uitrusting,87
mechanisch gereedschap & uitrusting,optisch gereedschap & uitrusting,87
hefijzers,hoefijzers,95
rolkoevoeten,koevoeten,86
pomponderdelen,pijponderdelen,86
pomponderdelen,kompasonderdelen,87
pomparmen,pompramen,89
steenscharen,steenschroeven,85
steenscharen,steenschaven,92
wondhaken,windhaken,89
meteologisch gereedschap & uitrusting,fotografisch gereedschap & uitrusting,86
meteologisch gereedschap & uitrusting,agrarisch gereedschap & uitrusting,85
meteologisch gereedschap & uitrusting,astronomisch gereedschap & uitrusting,86
meteologisch gereedschap & uitrusting,biologische gereedschap & uitrusting,90
meteologisch gereedschap & uitrusting,chemische gereedschap & uitrusting,85
meteologisch gereedschap & uitrusting,geologische gereedschap & uitrusting,93
meteologisch gereedschap & uitrusting,mechanisch gereedschap & uitrusting,86
meteologisch gereedschap & uitrusting,optisch gereedschap & uitrusting,87
kernfysisch gereedschap & uitrusting,fotografisch gereedschap & uitrusting,85
kernfysisch gereedschap & uitrusting,agrarisch gereedschap & uitrusting,86
kernfysisch gereedschap & uitrusting,astronomisch gereedschap & uitrusting,85
kernfysisch gereedschap & uitrusting,chemische gereedschap & uitrusting,86
kernfysisch gereedschap & uitrusting,mechanisch gereedschap & uitrusting,87
kernfysisch gereedschap & uitrusting,optisch gereedschap & uitrusting,85
optisch gereedschap & uitrusting,fotografisch gereedschap & uitrusting,90
optisch gereedschap & uitrusting,schetsgereedschap & uitrusting,87
optisch gereedschap & uitrusting,agrarisch gereedschap & uitrusting,88
optisch gereedschap & uitrusting,acoustische gereedschap & uitrusting,91
optisch gereedschap & uitrusting,astronomisch gereedschap & uitrusting,87
optisch gereedschap & uitrusting,biologische gereedschap & uitrusting,88
optisch gereedschap & uitrusting,chemische gereedschap & uitrusting,88
optisch gereedschap & uitrusting,geologische gereedschap & uitrusting,88
optisch gereedschap & uitrusting,mechanisch gereedschap & uitrusting,87
optisch gereedschap & uitrusting,meteologisch gereedschap & uitrusting,87
optisch gereedschap & uitrusting,kernfysisch gereedschap & uitrusting,85
kompasonderdelen,pomponderdelen,87
kompashuizen,koopmanshuizen,85
streken,steken,92
zonnewijzers,Zonnewijzers,92
zonnewijzers,zonnewijzer,96
pijlgewichten,spingewichten,85
meetinstrumenten,Toetsinstrumenten,85
lakenloden,bakenloden,90
krompasser,kroonpasser,86
kroonpasser,krompasser,86
waterpassen,waterassen,95
schietlood,schietloden,86
mechanismen,klepmechanismen,85
mechanismen,kruimechanismen,85
slotonderdelen,kistonderdelen,86
bandoren,banden,86
tuiten,stuiten,92
standringen,spanringen,86
waterzakken,waterbakken,91
reliekschrijnen,reliekschrijn,93
boomkisten,Boomkisten,90
kistonderdelen,slotonderdelen,86
voorraadvatten,voorraadpotten,86
trechterbekers(1),trechterbekers(2),94
kroezen,kardoezen,88
trechterbekers(2),trechterbekers(1),94
kelken,kelen,91
ciboria,ciborie,86
bakpannen,dakpannen,89
vergieten,overgieten,95
kruiken,kruihaken,88
kruiken,kruizen,86
kruiken,krukken,86
kruiken,pruiken,86
bullestallen,bollenstallen,88
binten,gebinten,86
borstbalken,vorstbalken,91
grietens,gieten,86
merkels,merkers,86
merkers,merkels,86
merkers,erkers,92
oorstokken,poortstokken,91
oorstokken,roerstokken,86
penterbalken,penbalken,86
penterbalken,penterhaken,87
roerbalken,roosterbalken,87
roerbalken,kokerbalken,86
roerbalken,moerbalken,90
roerbalken,roerbakken,90
roerbalken,vloerbalken,86
stevenbalken,steenbakken,87
stevenbalken,steenbalken,96
stevenbalken,steenbedbalken,85
stevenbalken,stevenhaken,87
zeilbalken,zadelbalken,86
zwalpennen,walpennen,95
planken,flanken,86
binnenboorden,binnenhoofden,85
boorden,borden,92
boorden,voorden,86
boorden,koorden,86
deklatten,dekplaten,89
deklatten,heklatten,89
dekplanken,koekplanken,86
dekplanken,drieplanken,86
duimsen,duimen,92
instekers,stekers,88
kielplanken,kimplanken,86
kimplanken,kielplanken,86
lijfhouten,slijkhouten,86
lijfhouten,drijfhouten,86
platen,plate,91
potdeksels,putdeksels,90
tingels,triangels,88
tingels,tengels,86
watergangen,Watgergangen,87
vullingen,vollingen,89
zetboorden,zetborden,95
zweetlatten,meetlatten,86
zetborden,zetboorden,95
opgangen,oplangen,88
opgangen,gangen,86
laadhoofden,landhoofden,91
karingen,ringen,86
luiken (1),luiken (2),90
klappen,kappen,92
klappen,klampen,86
klappen,kleppen,86
klappen,lappen,92
luiken (2),luiken (1),90
poortjes,poortje,93
geschutspoorten,geschutstoren,86
presenningen,penningen,86
beschietingen,beschieting,92
beschietingen,beschoeiingen,85
kimstukken,kuipstukken,86
kimstukken,kniestukken,86
randgaarden,bandgarden,86
tengels,Hengels,86
tengels,tegels,92
tengels,tingels,86
vlakken,lakken,92
hakken,haken,91
stevenhaken,stevenbalken,87
achterborden,waterborden,87
boegen,bogen,91
kluishouten,kruishouten,91
kluishouten,kruihouten,86
marmeringen,mamringen,90
marmeringen,marmertangen,87
deklijsten,daklijsten,90
kluisgaten,luigaten,89
luikgaten,luigaten,94
spuikokers,pluimkokers,86
stuiten,spuiten,86
stuiten,stiften,86
stuiten,stutten,86
stuiten,tuiten,92
stuiten,stuiken,86
blinden (1),blinden (2),91
deutels,deuvels,86
penterhaken,pantserhaken,87
penterhaken,penterbalken,87
zwaardhaken,zwaaihaken,86
pen-en-gat verbindingen,pen-en-gatverbindingen,98
prikken,pruiken,86
prikken,brikken,86
landen,eilanden,86
landen,lanen,91
stuiken,stuiten,86
boegbanden,boekbanden,90
banden,branden,92
banden,bandoren,86
blaasbalken,lasbalken,90
blaasbalken,blaasbalgen,91
essen,messen,91
volute,Evolutie,86
halfspanten,halspannen,86
klossen,klissen,86
keggen,eggen,91
zwaluwstaartklossen,zwaluwstaarten,85
gangboordknieen,gangboorden,85
lijven,Olijven,92
tenen (1),tenen (2),89
tenen (2),tenen (1),89
kniestukken,kimstukken,86
korven (1),korven (2),90
korven (2),korven (1),90
kromhouten,krophouten,90
krophouten,kromhouten,90
oplangen,opgangen,88
piekstukken,dekstukken,86
schotten,schavotten,89
schotten,schoten,93
schotten,schroten,88
slemphouten,slekhouten,86
luchten,vluchten,93
wegeringen,Legeringen,90
wegeringen,weteringen,90
wegeringen,zegelringen,86
wrangen,dwangen,86
rammen,krammen,92
rammen,ramen,91
kribben,ribben,92
kribben,krabben,86
kribben,kribbe,92
relingen,revelingen,89
relingen,ringen,86
relingen,drielingen,89
mossponningen,sponningen,87
boombakken,bloembakken,86
peddels,pendels,86
riemen,priemen,92
stuurriemen,stuurriemkasten,85
stokken,stoken,92
stokken,sokken,92
stevenroeren,steenoren,86
stuurriemkasten,stuurriemen,85
stuurwielen,sterwielen,86
worgels,orgels,92
ankerkluizen,ankerkuilen,87
beslagen,slagen,86
davitten,vitten,86
luiers,kluivers,86
mastsloten,mastkloten,90
platijzers,plaatijzer,90
platijzers,spaltijzers,86
vingerlingen,vieringen,86
vingerlingen,vingerringen,92
brassen,Grassen,86
brassen,bassen,92
brassen,barkassen,88
gaarden,haarden,86
gaarden,Paarden,86
gaarden,Kaarden,86
gaarden,baarden,86
gaarden,paarden,86
grommers,krommers,88
hoofdtouwen (1),hoofdtouwen (2),93
hoofdtouwen (2),hoofdtouwen (1),93
kabelslag,kabelslagen,90
kabelslagen,kabelslag,90
kardelens,kaardemolens,86
kardelens,kardelen,94
ogen,bogen,89
pezen,poezen,91
pezen,peezen,91
plattingen,rolplattingen,87
splitsen,spitsen,93
strengen,stenen,86
strengen,stegen,86
strengen,sprengen,88
strengen,stengen,93
tierens,tieren,92
valrepen,talrepen,88
zwichtingen,zwichtkettingen,85
scheppen,schepen,93
scheppen,schoepen,88
scheppen,schoppen,88
vlaggen,Vlaggen,86
vlaggen,Plaggen,86
ankerkuilen,ankerkluizen,87
kruisnetten,kuilnetten,86
kuilnetten,kruisnetten,86
reepnetten,sleepnetten,86
sleepnetten,reepnetten,86
trawlen,Stralen,86
vleten,vlechten,86
vleten,vletten,92
inkels,winkels,92
inkels,Winkels,92
jonen,jongen,91
korren,koren,91
wekkers,dekkers,86
blokken,klokken,86
blokken,blikken,86
blokken,bokken,92
enkelschijfsblokken,tweeschijfsblokken,86
hangerblokken,hamerblokken,88
hangerblokken,lagerblokken,88
jufferblokken,offerblokken,88
schaapskoppen,schaapskooien,85
schootblokken,schrooiblokken,89
schootblokken,stootblokken,88
tweeschijfsblokken,enkelschijfsblokken,86
betingen,Metingen,88
schootklampen,schiftklampen,85
d-sluitingen,sluitingen,91
d-sluitingen,sluitringen,87
omhangzwaarden,langzwaarden,85
talrepen,valrepen,88
rondhouten,onderhouten,86
begijnenra's,ra'sbegijnenra's,86
ra'sbegijnenra's,begijnenra's,86
stengen,stenen,92
stengen,steunen,86
stengen,stegen,92
stengen,strengen,93
kluifbomen,luihefbomen,86
mastkloten,mastsloten,90
scheerhoutjes,scheerhouten,88
nokken,nokhaken,86
knechten,knecht,86
gordingsen,gordingen,95
scheenranden,schenenbanden,88
kattevallen,rattenvallen,87
kardelen,karbelen,88
kardelen,kardelens,94
kardelen,karvelen,88
voorstaggen,voorslagen,86
apen,Papen,89
apen,kapen,89
apen,pen,86
blinden (2),blinden (1),91
bramzeilen,razeilen,89
druilen,druiven,86
gaffeltopzeilen,gaffelzeilen,89
gaffelzeilen,gaffeltopzeilen,89
kluivers,luiers,86
razeilen,zeilen,86
razeilen,bramzeilen,89
torenzeilen,tentzeilen,86
achterhuisjes,achterhuis,87
plechten,vlechten,88
herften,heften,92
binnenstevens,binnenstoelen,85
achterschepen,waterschepen,88
achterschepen,Vrachtschepen,85
konten,konen,91
paviljoen,badpaviljoen,86
paviljoen,paviljoenen,90
bollenstallen,bullestallen,88
gangboorden,gangboordknieen,85
schanzen,schansen,88
gangen,opgangen,86
gangen,ingangen,86
drijfgangen,drijfstangen,87
geringstukken,euveringstukken,86
scheergangen,scheergaten,87
vollingen,vullingen,89
vertuiningen,vertinnen,86
scheggen,heggen,86
voorschepen,Motorschepen,87
voorschepen,volschepen,86
zijden,zijde,91
landbouwvliegtuigen,landbouwvoertuigen,86
fietsen,fitsen,92
wagens,wagen,91
wielonderdelen,bijlonderdelen,86
wielonderdelen,helmonderdelen,86
bestelwagens,ketelwagens,87
landbouwvoertuigen,Landbouwvoertuig,88
landbouwvoertuigen,landbouwvliegtuigen,86
transportmiddelen,Transportmiddelen,94
vliegtuigen,vliegtuig,90
trein-tramstellen,dieseltrein-tramstellen,85
dieseltrein-tramstellen,trein-tramstellen,85
ketelwagens,bestelwagens,87
dienstvoertuigen,dienstvaartuigen,88
aaken,aken,89
aken,daken,89
aken,laken,89
aken,kaken,89
aken,haken,89
aken,aaken,89
balanten,balansen,88
barkassen,brassen,88
barken,baren,91
botters,kotters,86
dienstvaartuigen,dienstvoertuigen,88
bokken,blokken,92
brikken,brinken,86
brikken,blikken,86
brikken,prikken,86
drielingen,relingen,89
drieplanken,rietplanken,91
drieplanken,dekplanken,86
eenpunters,tweepunters,86
galeien,galerie,86
galeien,galerijen,88
karvelen,karbelen,88
karvelen,kardelen,88
kotters,botters,86
kraken,kaken,91
loggers,leggers,86
loggers,liggers,86
pramen,ramen,91
redeboten,reebouten,89
ronden,rondèlen,86
ronden,ronde,91
rondgebouwden,brongebouwen,88
sloepen,stoepen,86
tenders,steunders,88
tweepunters,eenpunters,86
vaarttuigen,vaartuigen,95
visserschepen,Vissersschepen,89
vletten,vleten,92
vletten,vlotten,86
vlotten,vletten,86
volschepen,voorschepen,86
walen,wallen,91
westerlingen,weteringen,91
tabernakel,Tabernakel,90
kruiswegstatie,Kruiswegstatie,93
kruiswegstatie,kruiswegstaties,97
pelgrimsteken,Pelgrimsteken,92
pelgrimsteken,Pelgrimstekens,89
rozenkrans,rozenkransdop,87
rozenkransdop,rozenkrans,87
heiligdom,Heiligdom,89
heiligdom,zakheiligdom,86
zakheiligdom,heiligdom,86
huisaltaardwaal,altaardwaal,85
gedenksteen,Gedenkstenen,87
gedenksteen,gedenktekens,87
gedenktekens,Gedenkteken,87
gedenktekens,Gedenktekens,92
gedenktekens,gedenksteen,87
gedenkplaat,Gedenkplaats,87
professiekroon,processietroon,86
collectezak,Collectezak,91
offerblok,offerblokken,86
processietroon,professiekroon,86
sacramentshuis,sacramentshuizen,87
sacramentshuis,sacramentshuisje,93
sacramentshuis,sacramentsnis,89
lavabo,lavabo's,86
reliek,reliekei,86
kusreliekhouder,reliekhouder,89
reliekei,reliek,86
kruis,kruias,91
gedachteniskruisje,Gedachteniskruis,88
missiekruis,missiekruisje,92
missiekruisje,missiekruis,92
processiekruis,professiekruis,93
professiekruis,processiekruis,93
doopvont,doopvond,88
doopvont,doopvonten,89
votiefaltaar,Devotiealtaar,88
hoogaltaar,Hoogaltaar,90
vaandel,vaandels,93
kruisnagel,kruidnagel,90
wijwaterbekken,waterbekkens,85
borstbeeld,Borstbeeld,90
kruisbeeld,Kruisbeeld,90
kruisbeeld,kruisbeelden,91
kruisbeeld,kruisbeitel,86
heiligenbeeld,Heilige beeld,85
heiligenbeeld,Heiligenbeeld,92
standbeeld,Standbeeld,90
standbeeld,standbeelden,91
beeldengroep,Beeldengroep,92
gedenkbord,gebodenbord,86
psalmbord,Psalmbord,89
formulierenbord,formulierenboek,87
gebodenbord,Tiengebodenbord,85
gebodenbord,gedenkbord,86
gebodenbord,tiengebodenbord,85
rouwbord,Rouwbord,88
rouwbord,rouwborden,89
steekbord,steekborden,90
tiengebodenbord,Tiengebodenbord,93
tiengebodenbord,gebodenbord,85
wapenbord,Wapenbord,89
formulierenboek,formulierenbord,87
gebedenboek,gedenkboek,86
gedenkboek,Gedenkboek,90
gedenkboek,gedenkbomen,86
gedenkboek,gedenkdoek,90
gedenkboek,gebedenboek,86
kroniek,Kroniek,86
pontificaal,pontificaalkous,85
brief (ceremonieel),bord (ceremonieel),86
bord (ceremonieel),brief (ceremonieel),86
certificaat,doopcertificaat,85
doopcertificaat,certificaat,85
bidprentje,bidprentjes,95
devotieprent,devotieprentjes,89
devotieprent,Devotieprenten,85
gedenkprent,gedenkprentje,92
heiligenprent,heiligenprentje,93
ornamentprent,ornamenten,87
ornamentprent,ornamentprenten,93
kerkhofregister,kerkregister,89
gedenkprentje,gedenkprent,92
heiligenprentje,heiligenprent,93
amuletten,Amuletten,89
medaille,medaillen,94
penning,penningen,88
gedenkpenning,geuzenpenning,85
geuzenpenning,gedenkpenning,85
gildepenning,gildepenningen,92
bakenloden,lakenloden,90
assen,Kassen,91
assen,gassen,91
assen,lassen,91
assen,passen,91
assen,kassen,91
assen,tassen,91
assen,bassen,91
daalders,haalders,88
duiten,reduiten,86
groot,goot,89
