term_in_csv,other_term,similarity_score
droogkamers,roodkamers,86
druipbakken,dripzakken,86
druipbakken,druipzakken,91
druipzakken,dripzakken,95
druipzakken,druipbakken,91
duimen,duimsen,92
duwregulateurs,regulateurs,88
dwangen,wrangen,86
dwarsdoorsneden,Verfdwarsdoorsnede,85
eekstenen,Gedenkstenen,86
eesten,geesten,92
eesten,feesten,92
eesten,leesten,92
enden,Eenden,91
entrees,entree,92
euveringstukken,geringstukken,86
fokkespleten,fokspleten,91
fokspleten,fokkespleten,91
gaande werken,gaande werk,92
gaande werken,gaandewerkassen,86
gaande werken,staande werken,89
gaandewerkassen,gaande werken,86
gaffelwielen,rafelwielen,87
gangwerken,gangwerk,89
gangwerken,hangwerken,90
gangwerken,vangwerken,90
gevluchten,gevlucht,89
gevluchten,vluchten,89
grendelklossen,garenklossen,85
grondarken,grondbalken,86
grutstenen,gruttenstenen,87
gruttenstenen,grutstenen,87
haalders,daalders,88
halfstofbakken,heelstofbakken,86
halsijzers,haalijzers,90
halslagerblokken,lagerblokken,86
halspannen,halfspanten,86
hamerbakken,hamerbakblokken,85
hamerbakken,hamerblokken,87
hamerbakblokken,hamerbakken,85
hamerbakblokken,hamerblokken,89
hamerblokken,hamerbakken,87
hamerblokken,hamerbakblokken,89
hamerblokken,stamperblokken,85
hamerblokken,hangerblokken,88
hanebalken,ankerbalken,86
hanebalken,hanigbalken,86
hanekammen,hangerkammen,91
hangerkammen,hanekammen,91
hangijzers,wangijzers,90
hangwerken,handwerken,90
hangwerken,gangwerken,90
hangwerken,vangwerken,90
hangzolders,wanzolders,86
hanigbalken,hanebalken,86
hanigbalken,vangbalken,86
haspellen,haspelmolens,86
haspelkruizen,pelkruizen,87
haspelkruizen,hagelkruizen,88
haspelmolens,haspellen,86
haspelmolens,pelmolens,86
haspelspillen,pelspillen,87
haspelwiekenkruizen,haspelwiekenkruis,89
heelbakken,meelbakken,90
heelstofbakken,halfstofbakken,86
hefborden,verhefborden,86
hefstoelen,verhefstoelen,87
heiramen,hermen,86
heistokken,hekstokken,90
heistokken,scheistokken,91
hekkewiggen,hekwiggen,90
heklatten,deklatten,89
hekschroten,dekschroten,91
hekstijltjes,hoekstijltjes,96
hekstokken,heistokken,90
hekwerken,Hekwerken,89
hekwiggen,hekkewiggen,90
heugels,heuvels,86
hoedekassen,hoedenkasten,87
hoedenkasten,hoedekassen,87
hoekijzers,hoefijzers,90
hoekstijlen,nokstijlen,86
hoekstijltjes,hekstijltjes,96
hoepen,schoepen,86
hoesken,hoeken,92
hogelijnen,kogelrijnen,86
houders,houwers,86
houders,schouders,88
houwers,houders,86
instapdeurtjes,instapdeurtje,96
invaarten,invaart,88
invaarten,vaarten,88
kamerijkschatten,kerkschatten,86
kamgaten,mamgaten,88
kantdelen,kantelen,94
kantelhaken,kanthaken,90
kanthaken,kantelhaken,90
karntonnen,kanonnen,89
kasten,kastelen,86
kasten,kwasten,92
keerklampen,reeklampen,86
keerkuipen,keerkuip,89
keerstijlen,kokerstijlen,87
keerstijlen,reestijlen,86
keerstijlen,weerstijlen,91
kerven,erven,91
kettingrollen,kettingmolen,88
keuningsbalken,koningsbalken,89
keuningshouten,koningshouten,89
keuningsstijlen,koningsstijlen,90
keuningsstokken,koningsstokken,90
keuningsstrijkers,koningsstrijkers,91
keuvelensbalken,voorkeuvelensbalken,88
klapstukken,kopstukken,86
kleplagersteunen,lagersteunen,86
klepmechanismen,mechanismen,85
klienen,klinken,86
klikken,Slikken,86
klikken,blikken,86
klikken,klinken,86
klinken,klienen,86
klinken,klikken,86
klinken,klinieken,88
klinken,klingkern,88
koelkuipen,spoelkuipen,86
kogelrijnen,hogelijnen,86
kokerbalken,moerbalken,86
kokerbalken,roerbalken,86
kokerplanken,koekplanken,87
kokerstijlen,keerstijlen,87
kokerstijlen,moerstijlen,87
koningsbalken,keuningsbalken,89
koningsbalken,koningsbintbalken,87
koningsbalken,koningsblokken,89
koningsbinten,koningsbintbalken,87
koningsbinten,koningsgebinten,93
koningsbintbalken,koningsbalken,87
koningsbintbalken,koningsbinten,87
koningsblokken,koningsbalken,89
koningsblokken,koningsstokken,86
koningsgebinten,koningsbinten,93
koningshouten,keuningshouten,89
koningsspillen,koningsstijlen,86
koningsstijlen,Koningsstijl,85
koningsstijlen,keuningsstijlen,90
koningsstijlen,koningsspillen,86
koningsstokken,keuningsstokken,90
koningsstokken,koningsblokken,86
koningsstrijkers,keuningsstrijkers,91
konen,Ikonen,91
konen,konten,91
kopbalkgebinten,dekbalkgebinten,87
koppelbalken,koppelblokken,88
koppelbalken,pelbalken,86
koppelblokken,koppelbalken,88
koppellatten,koppelplaten,92
koppelplaten,koppellatten,92
koppelplaten,opperplaten,87
kopstukken,klapstukken,86
kopstukken,kuipstukken,86
kopstukken,topstukken,90
korbelen,karbelen,88
korendeuren,korenbeurzen,87
kortelingen,kortelingsgaten,85
kortelingsgaten,kortelingen,85
kotbalken,potbalken,89
koutwaterketels,waterketels,85
kraaienpoten,kraanpotten,87
kraanpotten,kraaienpoten,87
krabben,kribben,86
krabbelarmen,krabbelarmassen,89
krabbelarmassen,krabbelarmen,89
krabbelarmassen,krabbelassen,89
krabbelassen,krabbelarmassen,89
kranswielen,ravenswielen,87
krekstoelen,preekstoelen,87
krimpen,Krimpen,86
kroonijzers,rondijzers,86
kroonlijsten,kroonlijst,91
kroonwielen,kroonwielkammen,85
kroonwielkammen,kroonwielen,85
kruiassen,krissen,88
kruibanen,kruibanken,95
kruibanken,kruibank,89
kruibanken,kruibanen,95
kruibanken,kruisbalken,86
kruihaken,kruiken,88
kruihouten,kluishouten,86
kruikettingen,kruiskettingen,96
kruikettingen,luikettingen,88
kruiliers,kruilier,94
kruimechanismen,mechanismen,85
kruirollen,kuiprollen,90
kruisbalken,kruibanken,86
kruisbalken,kruisbasilieken,85
kruiskettingen,kruikettingen,96
kruiskettingen,luikettingen,85
kruistouwen,kruitouwen,95
kruiswerken,kruiwerken,95
kruiswerken,kruiskerken,91
kruitouwen,kruistouwen,95
kruivloeren,kruivloer,90
kruivloeren,kruivloerlassen,85
kruivloeren,krulmoeren,86
kruivloerlassen,kruivloeren,85
kruiwerken,kruiswerken,95
kruiwerken,kruiskerken,86
krukpollen,krukspillen,86
krukspillen,krukpollen,86
krulmoeren,kruivloeren,86
kuiprollen,kruirollen,90
kuipschijven,kuipschuiven,92
kuipschuiven,kuipschijven,92
kuipstukken,kopstukken,86
kuipstukken,kimstukken,86
lagerblokken,halslagerblokken,86
lagerblokken,slagblokken,87
lagerblokken,hangerblokken,88
lagerhouten,slaghouten,86
lagersteunen,kleplagersteunen,86
lagerstoelen,leggerstoelen,88
langsbalken,slagbalken,86
langsbalken,lasbalken,90
langsbalken,vangbalken,86
lantaarnrepen,lantaarnpalen,85
lappen,klappen,92
lasbalken,langsbalken,90
lasbalken,blaasbalken,90
leesten,geesten,86
leesten,feesten,86
leesten,eesten,92
leggerstoelen,lagerstoelen,88
lichtewerken,lichtwerk,86
lichtewerken,lichtwerken,96
lichtstangen,zwichtstangen,88
lichtstangen,lichtopstanden,85
lichtstokken,zwichtstokken,88
lichtwerken,lichtwerk,90
lichtwerken,lichtewerken,96
lichtwerken,lichtwerkkammen,85
lichtwerkkammen,lichtwerken,85
liertrommels,luitrommels,87
liggers,loggers,86
looitrommels,luitrommels,87
loopschoepen,loopschoren,87
loopschoren,loopschoepen,87
loperstenen,klopstenen,86
luien,luiven,91
luiassen,sluisassen,89
luibalken,sluitbalken,90
luibalken,sluisbalken,90
luibalken,puibalken,89
luiven,luien,91
luigaten,lulgaten,88
luigaten,kluisgaten,89
luigaten,luikgaten,94
luihefbomen,kluifbomen,86
luikettingen,kruikettingen,88
luikettingen,kruiskettingen,85
luitouwen,uitbouwen,89
luitrommels,liertrommels,87
luitrommels,looitrommels,87
luiwerken,luiwerk,88
luizolders,luizolder,95
lulgaten,luigaten,88
paalwerken,maalwerken,90
paalwerken,ophaalwerken,91
palstijlen,maalstijlen,86
palstokken,spanstokken,86
palstokken,paltrokken,90
passen,assen,91
peezen,pezen,91
pegels,Spiegels,86
pelbalken,koppelbalken,86
pelbalken,penbalken,89
pelbalken,tempelbalken,86
pelkruizen,haspelkruizen,87
pelkruizen,veldkruizen,86
pelkuipen,spoelkuipen,90
pelsen,pelsteen,86
pelspillen,haspelspillen,87
pelstenen,Koppelstenen,86
pelstenen,pelsteen,94
pelstenen,penstenen,89
pelstenen,peulstenen,95
pelwerken,pelwerk,88
pelwerken,speelwerken,90
penbalken,penbalk,88
penbalken,pelbalken,89
penbalken,penterbalken,86
penstenen,pensteen,94
penstenen,pelstenen,89
penstenen,Wapenstenen,90
peulstenen,pelsteen,89
peulstenen,pelstenen,95
pilasters,pilaster,94
pinnen,spinnen,92
pompramen,pomparmen,89
poortplaten,potplaten,90
poortstokken,oorstokken,91
potbalken,kotbalken,89
potbalken,putbalken,89
potplaten,poortplaten,90
proken,proen,91
puddelijzers,pelijzers,86
puntjes,puntje,92
putbalken,puntbalken,95
putbalken,potbalken,89
putbalken,puibalken,89
maalbakken,maalvlakken,86
maalbakken,afvalbakken,86
maalkaartjes,maalkastjes,87
maalkastjes,maalkaartjes,87
maalsluisvloeren,sluisvloeren,86
maalstijlen,palstijlen,86
maalstoelen,maalsteen,90
maalstoelen,maalstoel,90
maalvlakken,maalbakken,86
maalwerken,maalwerk,89
maalwerken,paalwerken,90
maalzolders,maalzolder,95
manen,mannen,91
mamgaten,mangaten,88
mamgaten,kamgaten,88
mamgaten,mammegaten,89
mammegaten,mamgaten,89
mamringen,marmeringen,90
mannen,manen,91
mangels,maneges,86
meelbakken,heelbakken,90
meelbakken,meelzakken,90
meelringen,zegelringen,86
meelringklossen,ringklossen,85
meelzakken,meelbakken,90
middelen,middel,86
middelbalken,middenbalken,92
middelscheien,middenschepen,85
middenbalken,middelbalken,92
middenlopen,middenloop,86
middenstijlen,middenstallen,85
middenzomers,middenzomen,87
middenzomen,middenzomers,87
moerbalken,kokerbalken,86
moerbalken,vloerbalken,86
moerbalken,roerbalken,90
moerstijlen,kokerstijlen,87
molenbokken,rollenbokken,87
molenlichamen,molenlichaam,88
molenlopen,molenrompen,86
molenrestanten,Molenrestant,85
molenrestanten,molenrestant,92
molenrompen,molenromp,90
molenrompen,molenlopen,86
molenschuren,molenschuur,87
molensluizen,rollensluizen,88
molenwieken,molenwielen,91
molenwielen,dollenwielen,87
molenwielen,molenwieken,91
molenwielen,rosmolenwielen,88
motorlichamen,motorlichaam,88
napolionshoeden,Napoleonshoeden,87
naslagheien,slagheien,90
naslagsblokken,slagblokken,88
naslagsmeelbakken,slagmeelbakken,90
nokplanken,koekplanken,86
nokstijlen,hoekstijlen,86
nokstijlen,neostijlen,90
olieslagwerken,olieslagerijen,86
omslagen,slagen,86
onderachtkantstijlen,achtkantstijlen,86
onderbonkelaars,onderbonkelaar,97
onderdeuren,onderdeur,90
ondergoten,onderhouten,86
onderhoeken,onderhoektouwen,85
onderhoektouwen,onderhoeken,85
onderhouten,ondergoten,86
onderplaten,onderlanen,86
ondertafelementen,ondertafelement,94
ophaalwerken,paalwerken,91
opperplaten,koppelplaten,87
opvulplankjes,vulplankjes,92
overringen,overring,89
ramen,rammen,91
rafelwielen,gaffelwielen,87
rattenvallen,kattevallen,87
ravenswielen,kranswielen,87
reebouten,redeboten,89
reeklampen,keerklampen,86
reepschijven,sleepschijven,88
reestijlen,keerstijlen,86
reestijlen,weerstijlen,86
regelstangen,heugelstangen,88
regelstangen,regeltandstangen,86
regeltandstangen,regelstangen,86
regulateurs,duwregulateurs,88
regulateurs,trekregulateurs,85
regulateurstangen,regulatorstangen,91
regulatorstangen,regulateurstangen,91
rembanden,roebanden,89
rembanden,armbanden,89
remkleppen,roerkleppen,86
revelingen,relingen,89
rietplanken,drieplanken,91
riffels,griffels,93
rijen,rijnen,91
rijen,rijpen,91
rijklampen,wrijfklampen,91
rijnen,rijen,91
rijnen,rijnoren,86
rijnoren,rijnen,86
ringklossen,meelringklossen,85
ringveren,springveren,90
rinkellatten,rinketten,86
rinketten,rinkellatten,86
roebanden,rembanden,89
roebanden,roeibanen,89
roedegaten,roegaten,89
roedwiggen,roewiggen,95
roegaten,roedegaten,89
roeporringen,oorringen,86
roerbakken,Broeibakken,86
roerbakken,roerbalken,90
roerbakwieltjes,roerwieltjes,89
roerstokken,oorstokken,86
roerwerken,roosterwerken,87
roerwieltjes,roerbakwieltjes,89
roewiggen,roedwiggen,95
rollen,rollagen,86
rollen,rolpalen,86
rollagen,rollen,86
rollenbokken,molenbokken,87
rollenkruiwerken,rollenkruiwerk,93
rollensluizen,molensluizen,88
rolplattingen,plattingen,87
rolwielen,volwielen,89
rompen,ropen,91
rondijzers,kroonijzers,86
rondsels,rondsel,93
rondsels,ronsels,93
ronsels,rondsel,86
ronsels,rondsels,93
roodkamers,droogkamers,86
ropen,Tropen,91
ropen,rompen,91
roosterhouten,kloosterhouten,89
roosterhouten,kroostelhouten,89
roosterwerken,roerwerken,87
rosmolenwielen,molenwielen,88
runstenen,runenstenen,90
sagebienen,sagebien,89
schachten,schachttoren,86
scharnieren,scharnierpennen,85
scharnierpennen,scharnieren,85
scheren,scherven,93
scheren,scheien,86
scheren,scheden,86
scheerbouten,scheerhouten,92
scheergaten,smeergaten,86
scheergaten,scheergangen,87
scheerhouten,scheerbouten,92
scheerhouten,scheerhoutjes,88
scheerstokken,scheistokken,88
scheerstokken,schortstokken,85
scheien,scheren,86
scheien,scheden,86
scheistokken,heistokken,91
scheistokken,scheerstokken,88
schellingstenen,schellingen,85
schenenbanden,scheenranden,88
schepkasten,schepradkasten,88
schepkasten,scheurkasten,87
schepramen,schepradmolen,87
schepramen,schepvormen,86
schepramen,schulpramen,86
schepraddeuren,schepraderen,92
schepradkasten,schepradkast,92
schepradkasten,schepkasten,88
schepradkasten,scheurkasten,85
schepschijven,sleepschijven,85
schepvormen,schepramen,86
scheurbakken,scheurbanken,92
scheurbanken,scheurbakken,92
scheurkasten,schepkasten,87
scheurkasten,schepradkasten,85
schietgaten,uitschietgaten,88
schiftklampen,schootklampen,85
schoepen,hoepen,86
schoepen,scheppen,88
schoepenwielen,schoepwielen,92
schoepwielen,schoepenwielen,92
schofhouten,schuifhouten,87
schopplanken,schotplanken,92
schortstokken,scheerstokken,85
schotplanken,schopplanken,92
schouders,houders,88
schroefbladen,volschroefbladen,90
schrooiblokken,schootblokken,89
schudarmen,schulparmen,86
schuifhouten,schofhouten,87
schuiframen,Schuiframen,91
schuiframen,schuifraam,86
schulparmen,schudarmen,86
schulparmen,schulpramen,91
schulpramen,schepramen,86
schulpramen,schulparmen,91
schutbalken,stutbalken,86
slagen,Afslagen,86
slagen,omslagen,86
slagbinten,slaggebinten,91
slagblokken,slagbalken,86
slagblokken,lagerblokken,87
slagblokken,naslagsblokken,88
slagblokken,voorslagblokken,85
slagdorpels,slagdrempels,87
slagheien,naslagheien,90
slaghouten,lagerhouten,86
slagmeelbakken,naslagsmeelbakken,90
slagmeelbakken,voorslagmeelbakken,88
slagstijlen,aanslagstijlen,88
sleebalken,sleeblokken,86
sleebalken,sleutelbalken,87
sleebalken,steenbalken,86
sleeblokken,sleebalken,86
sleeblokken,steenblokken,87
sleepkruiwerken,sleepkruiwerk,93
sleepkruiwerken,sleepluiwerken,90
sleepluiwerken,sleepluiwerk,92
sleepluiwerken,sleepkruiwerken,90
sleepschijven,reepschijven,88
sleepschijven,schepschijven,85
sleepschijven,steenschijven,85
sleepschijven,speelschijven,85
sleerondsels,sleerondseltjes,89
sleerondsels,steenrondsels,88
sleerondseltjes,sleerondsels,89
sleestellingen,sleestellingbalken,88
sleestellingen,sleestellingstudden,85
sleestellingen,sleestellingstukken,85
sleestellingbalken,sleestellingen,88
sleestellingstudden,sleestellingen,85
sleestellingstudden,sleestellingstukken,89
sleestellingstukken,sleestellingen,85
sleestellingstukken,sleestellingstudden,89
sleestukken,sleutelstukken,88
sleestukken,steenstukken,87
slekhouten,slijkhouten,86
slekhouten,strekhouten,86
slekhouten,slikhouten,90
slekhouten,slemphouten,86
sleutelbalken,sleebalken,87
sleutelstukken,sleutelstuk,88
sleutelstukken,sleestukken,88
sleutelstukken,sluitstukken,85
slikhouten,slijkhouten,95
slikhouten,slekhouten,90
slotschroeven,stelschroeven,85
slotstukken,sluitstukken,87
sluisbalken,slikbalken,86
sluisbalken,sluitbalken,91
sluisbalken,luibalken,90
sluitingen,sluitlijnen,86
sluitingen,sluitringen,95
sluitingen,tassluitingen,87
sluitingen,d-sluitingen,91
sluitlijnen,sluitingen,86
sluitringen,sluitingen,95
sluitringen,d-sluitingen,87
sluitstukken,sleutelstukken,85
sluitstukken,slotstukken,87
sluitstukken,spruitstukken,88
smeergaten,scheergaten,86
sorteerschijven,steenschijven,86
sorteertafels,oriënteertafels,86
spaakkettingen,spankettingen,89
spankettingen,spaakkettingen,89
spankettingen,vangkettingen,85
spanklossen,spinklossen,91
spanringen,spantringen,95
spanringen,standringen,86
spanstokken,palstokken,86
spantbalken,puntbalken,86
spantringen,spanringen,95
spatpennen,splitpennen,86
spiebouten,spijlbouten,86
spijlbouten,spiebouten,86
spilmoeren,spindelmoeren,87
spinnen,pinnen,92
spindelmoeren,spilmoeren,87
spitijzers,spaltijzers,86
splitpennen,spatpennen,86
splitpennen,sluitpennen,91
spoelkuipen,koelkuipen,86
spoelkuipen,pelkuipen,90
spoorwielen,spoorwiel,90
spoorwielen,spoorwielkammen,85
spoorwielkammen,spoorwielen,85
springveren,ringveren,90
spruitstukken,sluitstukken,88
spuien,spuiten,92
spuideuren,sluisdeuren,86
staande werken,staande werk,92
staande werken,gaande werken,89
staarten,staart,86
staartbakken,staartbalken,92
staartbalken,staartbalk,91
staartbalken,staartbakken,92
stampbakken,stampzakken,91
stamperblokken,hamerblokken,85
stampzakken,stampbakken,91
standerden,standerd,89
steekborden,steenborden,91
steekborden,steenboren,86
steekborden,steekbord,90
steekcirkels,steencirkels,92
steekluiken,steenluiken,91
steekluiken,teerluiken,86
steekluiken,steeksluizen,87
steekpassers,steekpasser,96
steekschuiven,steenschijven,85
steenassen,steenbussen,86
steenbakken,steenbalken,91
steenbakken,steenblokken,87
steenbakken,stevenbalken,87
steenbalken,sleebalken,86
steenbalken,steenbakken,91
steenbalken,steenbedbalken,88
steenbalken,steenblokken,87
steenbalken,stevenbalken,96
steenbedbalken,steenbalken,88
steenbedbalken,stevenbalken,85
steenbedwiggen,steenbuswiggen,86
steenborden,steekborden,91
steenborden,steenoren,90
steenborden,steenboren,95
steenbruggen,steenbuswiggen,85
steenbussen,steenassen,86
steenbuswiggen,steenbedwiggen,86
steenbuswiggen,steenbruggen,85
steencirkels,steekcirkels,92
steenluiken,steekluiken,91
steenluiken,teerluiken,86
steenoren,steenoven,89
steenoren,steenborden,90
steenoren,steenboren,95
steenoren,stevenroeren,86
steenringen,Beenringen,86
steenringen,stelringen,86
steenringen,steunringen,91
steenringen,tentringen,86
steenrondsels,steenrondsel,96
steenrondsels,sleerondsels,88
steenschijven,sleepschijven,85
steenschijven,sorteerschijven,86
steenschijven,steekschuiven,85
steenschijven,steenschaven,88
steenschijven,speelschijven,85
steenschroeven,stelschroeven,89
steenschroeven,steenschaven,85
steenschroeven,steenscharen,85
steenspillen,steenspil,86
steenstaven,steenschaven,87
steenstijlen,steenbijlen,87
stellingdelen,stellingdeel,88
stellingdelen,stellingdeuren,89
stellingdeuren,stellingdeel,85
stellingdeuren,stellingdelen,89
stellinghaken,stellinghekken,89
stellinghaken,stellingmiken,85
stellinghekken,stellinghaken,89
stellingmiken,stellinghaken,85
stelringen,steenringen,86
stelringen,steunringen,86
stelschroeven,slotschroeven,85
stelschroeven,steenschroeven,89
sterwielen,stropwielen,86
sterwielen,waterwielen,86
sterwielen,stuurwielen,86
steunen,stengen,86
steunringen,steenringen,91
steunringen,stelringen,86
steunringen,tentringen,86
stiften,stuiten,86
stofborden,stormborden,86
stofborden,stuifborden,86
stofluiken,stormluiken,86
stofschuiven,stopschuiven,92
stootblokken,stopblokken,87
stootblokken,schootblokken,88
stopblokken,stootblokken,87
stopschuiven,stofschuiven,92
stormborden,stofborden,86
stormluiken,stofluiken,86
stormschilden,stormschild,92
stortbedden,stortebedden,96
stoters,staters,86
strekels,stekel,86
strijkers,strijkkamers,86
strijkkamers,stijlkamers,87
strijkkamers,strijkers,86
strikstokken,trilstokken,87
stroombuizen,stroomsluizen,88
stropwielen,sterwielen,86
studvangen,stutvangen,90
stuifborden,stofborden,86
stutbalken,sluitbalken,86
stutbalken,schutbalken,86
stutvangen,studvangen,90
tanden,Stranden,86
tanden,tanen,91
tapijzers,kapijzers,89
teenstukken,steenstukken,96
teerluiken,steekluiken,86
teerluiken,steenluiken,86
tempelbalken,stempelbalken,96
tempelbalken,pelbalken,86
tieren,tijveren,86
tieren,tierens,92
t-ijzers,u-ijzers,88
toppen,Optoppen,86
topstukken,kopstukken,90
transmissieassen,transmissieas,90
trapgevels,trapgevel,95
trekbalken,trekblokken,86
trekblokken,trekbalken,86
trekblokken,trekkerblokken,88
trekblokken,trekvangblokken,85
trekbouten,strekhouten,86
trekijzers,breekijzers,86
trekijzers,strikijzers,86
trekkerblokken,trekblokken,88
trekregulateurs,regulateurs,85
trekstangen,trekvangen,86
trekvangen,trekstangen,86
trekvangblokken,trekblokken,85
trekvangblokken,vangblokken,85
triangels,tingels,88
trilstokken,strikstokken,87
turbinehuizen,tuinhuizen,87
tussenboezems,tussenboezem,96
u-ijzers,t-ijzers,88
uitbouwen,uitbouw,88
uitbouwen,luitouwen,89
uitschietgaten,schietgaten,88
vanen,vangen,91
vaanstokken,vangstokken,91
vangen,vanen,91
vangen,vangogen,86
vangankers,vanghangers,86
vangbalken,hanigbalken,86
vangbalken,langsbalken,86
vangbalken,vangblokken,86
vangblokken,trekvangblokken,85
vangblokken,vangbalken,86
vanghangers,vangankers,86
vangkettingen,spankettingen,85
vangogen,vangen,86
vangstokken,vaanstokken,91
vangtouwen,vangtouw,89
vangwerken,gangwerken,90
vangwerken,hangwerken,90
varkens,Varkens,86
varkens,varken,92
veerbalken,vloerbalken,86
velden,veldoven,86
veldkruizen,pelkruizen,86
velgstukken,vulstukken,86
vensterbliden,vensterluiken,85
vensterluiken,vensterbliden,85
verhefborden,hefborden,86
verhefstoelen,hefstoelen,87
viertakskogelrijnen,viertaksrijnen,85
viertaksrijnen,viertakskogelrijnen,85
vijzelbakken,vijzelbak,86
vijzelbomen,vijzelkommen,87
vijzelkommen,vijzelkom,86
vijzelkommen,vijzelbomen,87
vitten,davitten,86
vlegels,vleugel,86
vleugelwerken,vleugeldeuren,85
vloerbalken,moerbalken,86
vloerbalken,veerbalken,86
vloerbalken,voegbalken,86
vloerbalken,roerbalken,86
vloerstukken,vormstukken,87
vlonders,vlonder,93
vluchten,vlucht,86
vluchten,gevluchten,89
vluchten,luchten,93
voegbalken,vloerbalken,86
volschroefbladen,schroefbladen,90
volwielen,rolwielen,89
voorhangers,oorhangers,95
voorkeuvelensbalken,keuvelensbalken,88
voorlijken,voorlijsten,86
voorlijsten,voorlijken,86
voorlopers,voorloper,95
voormolens,boormolens,90
voorslagen,voorslagbulen,87
voorslagen,voorslagharen,87
voorslagen,voorslagheien,87
voorslagen,voorslagladen,87
voorslagen,voorstaggen,86
voorslagblokken,slagblokken,85
voorslagblokken,voorslagbulen,86
voorslagblokken,voorslagsblokken,97
voorslagbuilen,voorslagbulen,96
voorslagbulen,voorslagen,87
voorslagbulen,voorslagblokken,86
voorslagbulen,voorslagbuilen,96
voorslagbulen,voorslagladen,85
voorslagharen,voorslagen,87
voorslagharen,voorslagheien,85
voorslagharen,voorslagladen,85
voorslagheien,voorslagen,87
voorslagheien,voorslagharen,85
voorslagladen,voorslagen,87
voorslagladen,voorslagbulen,85
voorslagladen,voorslagharen,85
voorslagmeelbakken,slagmeelbakken,88
voorslagsblokken,voorslagblokken,97
voorwaterloopdekken,waterloopdekken,88
vorstbalken,borstbalken,91
vuisterpannen,vuisterplaten,85
vuisterplaten,vuisterpannen,85
vulplankjes,opvulplankjes,92
vulstukken,velgstukken,86
waaierpompen,waaierpomp,91
wachtkleppen,zwichtkleppen,88
wachtkozijnen,waterkozijnen,85
walpennen,walpinnen,89
walpennen,zwalpennen,95
walpinnen,walpennen,89
wangijzers,hangijzers,90
wanzolders,hangzolders,86
warmwaterketels,waterketels,85
wasschijven,wasschuiven,91
wasschuiven,wasschijven,91
waterassen,waterpassen,95
waterassen,terassen,89
wateraslagers,waterlagers,92
waterbakken,waterbekkens,87
waterborden,watertoren,86
waterborden,achterborden,87
waterketels,koutwaterketels,85
waterketels,warmwaterketels,85
waterlagers,wateraslagers,92
waterloopdekken,voorwaterloopdekken,88
waterrechten,waterburchten,88
waterschermen,kamerschermen,85
waterstoelen,waterstoepen,92
waterstoepen,waterstoelen,92
waterwielen,sterwielen,86
waterwielen,waterwegen,86
weerstijlen,keerstijlen,91
weerstijlen,reestijlen,86
wentelassen,wentelasspaken,88
wentelaslagers,wentellagers,92
wentelasspaken,wentelassen,88
wentellagers,wentelaslagers,92
wielschijven,wielschuiven,92
windhaken,windhanen,89
windhaken,wondhaken,89
windhanen,windhaken,89
wolfsbalken,wolfsdaken,86
wolfsdaken,wolfsbalken,86
wolfskeepers,wolfskepers,96
wolfskepers,wolfskeepers,96
wrijfklampen,rijklampen,91
zadelbalken,zadeldaken,86
zadelbalken,zeilbalken,86
zadeldaken,zadeldak,89
zadeldaken,zadelbalken,86
zwaaihaken,zwaardhaken,86
zwichtbomen,zwichthefbomen,88
zwichthefbomen,zwichtbomen,88
zwichthefbomen,zwichtkniehefbomen,88
zwichtkasten,zwichtkastarmen,89
zwichtkastarmen,zwichtkasten,89
zwichtkettingen,zwichtingen,85
zwichtkleppen,wachtkleppen,88
zwichtkniehefbomen,zwichthefbomen,88
zwichtstangen,lichtstangen,88
zwichtstokken,lichtstokken,88
zwingelhokken,zwingelhouten,85
zwingelhouten,zwingelhokken,85
zwingelplanken,zwingelspanen,89
zwingelspanen,zwingelplanken,89
pleisterwerken,pleisterwerk,92
beelden,Beelden,86
deuvels,heuvels,86
deuvels,deutels,86
friezen,Friezen,86
mortels,Mortels,86
mortels,mortel,92
mortels,motels,92
beschoeiingen,beschoeiing,92
haardstenen,haardsteen,95
haardstenen,hardsteen,90
eesttegels,eesttegel,95
majolica's,majolica,89
kacheltegels,kacheltegel,96
lavabo's,lavabo,86
mozaieken,mozaïeken,89
steenblokken,sleeblokken,87
steenblokken,steenbakken,87
steenblokken,steenbalken,87
waterwegen,waterwerken,86
waterwegen,Waterwegen,90
waterwegen,waterwielen,86
aquaducten,aquaduct,89
hoofdgrachten,hoofdwachten,88
cunetten,Lunetten,88
cunetten,netten,86
cunetten,lunetten,88
Droogdok,droogdok,88
vaarten,Kaarten,86
vaarten,invaarten,88
tentringen,steenringen,86
tentringen,steunringen,86
tentringen,tentharingen,91
tentharingen,tentringen,91
tentzeilen,torenzeilen,86
kop-hals-rompboerderijen,kop-hals-rompboerderij,96
kop-hals-rompboerderijen,kop-rompboerderijen,88
kop-rompboerderijen,kop-rompboerderij,94
kop-rompboerderijen,kop-hals-rompboerderijen,88
stelpboerderijen,stolpboerderij,87
stelpboerderijen,stolpboerderijen,94
stelpboerderijen,kasteelboerderijen,88
stolpboerderijen,stolpboerderij,93
stolpboerderijen,stelpboerderijen,94
T-huisboerderijen,tolhuisboerderijen,86
langgevelboerderijen,langgevelboerderij,95
langgevelboerderijen,langsdeelboerderijen,90
langsdeelschuren,langsdeelschuur,90
dwarsdeelschuren,dwarsdeelschuur,90
Vlaamse schuren,Vlaamse schuur,90
vloedschuren,veldschuren,87
wagenschuren,wagenschuur,87
